,id,name,cbd,ad_code,brand,price,addition
4143,XM1655088333421805568,整租·白鹤路 3室1厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-白鹤路/78.00㎡/南 北/3室1厅1卫/中楼层（7层）
4144,XM1655514744028659712,整租·中铁大厦 1室0厅 南,文园路,0,链家,1600 元/月,思明-文园路-中铁大厦/20.00㎡/南/1室0厅1卫/低楼层（12层）
4145,XM1705094956269436928,整租·阳台山路 2室1厅 南/北,文园路,0,链家,3200 元/月,思明-文园路-阳台山路/80.00㎡/南 北/2室1厅1卫/高楼层（7层）
4146,XM1705158434833301504,整租·通达理大厦 2室1厅 东/西,文园路,0,链家,3880 元/月,思明-文园路-通达理大厦/70.00㎡/东 西/2室1厅2卫/中楼层（8层）
4147,XM1709438096799432704,整租·文馨园 1室1厅 南,文园路,0,链家,4200 元/月,思明-文园路-文馨园/58.00㎡/南/1室1厅1卫/中楼层（11层）
4148,XM1683080137949577216,整租·将军祠 2室1厅 南/北,文园路,0,链家,2000 元/月,思明-文园路-将军祠/65.00㎡/南 北/2室1厅1卫/低楼层（7层）
4149,XM1664271652474585088,整租·万寿北路 2室1厅 南/北,文园路,0,链家,3000 元/月,思明-文园路-万寿北路/65.00㎡/南 北/2室1厅1卫/中楼层（6层）
4150,XM1663516334073315328,整租·万寿新城 3室2厅 南/北,文园路,0,链家,5000 元/月,思明-文园路-万寿新城/95.00㎡/南 北/3室2厅1卫/高楼层（7层）
4151,XM1699349756167323648,整租·文塔路 1室1厅 南/北,文园路,0,链家,1900 元/月,思明-文园路-文塔路/50.00㎡/南 北/1室1厅1卫/高楼层（6层）
4152,XM1643551974458654720,整租·文园路 2室1厅 南/北,文园路,0,链家,3100 元/月,思明-文园路-文园路/64.58㎡/南 北/2室1厅1卫/高楼层（6层）
4153,XM1709501862077530112,整租·育青路 1室0厅 北,文园路,0,链家,1715 元/月,思明-文园路-育青路/29.00㎡/北/1室0厅1卫/中楼层（6层）
4154,XM1709500467265929216,整租·育青路 1室0厅 北,文园路,0,链家,1680 元/月,思明-文园路-育青路/30.00㎡/北/1室0厅1卫/低楼层（6层）
4155,XM1708330939932737536,整租·宝成花园 2室1厅 南/北,文园路,0,链家,4400 元/月,思明-文园路-宝成花园/70.00㎡/南 北/2室1厅1卫/高楼层（7层）
4156,XM1708782721163067392,整租·弘龙商业城 1室0厅 西南,文园路,0,链家,800 元/月,思明-文园路-弘龙商业城/50.00㎡/西南/1室0厅0卫/地下室（2层）
4157,XM1700499863445176320,整租·阳台山路19-25号 2室2厅 南/北,文园路,0,链家,3000 元/月,思明-文园路-阳台山路19-25号/71.00㎡/南 北/2室2厅1卫/低楼层（10层）
4158,XM1700843786009051136,整租·假日万寿公寓一期 3室2厅 南/北,文园路,0,链家,3600 元/月,思明-文园路-假日万寿公寓一期/95.00㎡/南 北/3室2厅2卫/中楼层（8层）
4159,XM1655536556510806016,整租·橡胶新村 2室1厅 南/北,文园路,0,链家,1800 元/月,思明-文园路-橡胶新村/50.00㎡/南 北/2室1厅1卫/高楼层（8层）
4160,XM1654812508071919616,整租·万寿路 2室1厅 南/北,文园路,0,链家,3300 元/月,思明-文园路-万寿路/75.00㎡/南 北/2室1厅1卫/高楼层（7层）
4161,XM1705168390554910720,整租·文塔路 2室1厅 南/北,文园路,0,链家,3600 元/月,思明-文园路-文塔路/60.00㎡/南 北/2室1厅1卫/低楼层（6层）
4162,XM1709500628700495872,整租·育青路 1室0厅 南,文园路,0,链家,1785 元/月,思明-文园路-育青路/34.00㎡/南/1室0厅1卫/中楼层（6层）
4163,XM1683299635679985664,整租·弘龙商业城 1室0厅 南,文园路,0,链家,1500 元/月,思明-文园路-弘龙商业城/20.00㎡/南/1室0厅1卫/高楼层（9层）
4164,XM1683773570485846016,整租·文园路 1室1厅 南/北,文园路,0,链家,1300 元/月,思明-文园路-文园路/30.00㎡/南 北/1室1厅1卫/中楼层（6层）
4165,XM1664131950530527232,整租·筼筜书院 2室2厅 南,文园路,0,链家,7100 元/月,思明-文园路-筼筜书院/86.00㎡/南/2室2厅1卫/低楼层（18层）
4166,XM1666072999213662208,整租·宝成花园 2室2厅 南/北,文园路,0,链家,3300 元/月,思明-文园路-宝成花园/70.00㎡/南 北/2室2厅1卫/高楼层（7层）
4167,XM1683667375091613696,整租·阳台佳苑 2室1厅 南,文园路,0,链家,3000 元/月,思明-文园路-阳台佳苑/69.00㎡/南/2室1厅1卫/中楼层（6层）
4168,XM1703401290421239808,整租·万寿路 1室0厅 南,文园路,0,链家,1400 元/月,思明-文园路-万寿路/20.00㎡/南/1室0厅1卫/高楼层（4层）
4169,XM1709500152164646912,整租·育青路 1室0厅 南,文园路,0,链家,1785 元/月,思明-文园路-育青路/34.00㎡/南/1室0厅1卫/中楼层（6层）
4170,XM1709497973924167680,整租·育青路 1室0厅 南,文园路,0,链家,2240 元/月,思明-文园路-育青路/39.00㎡/南/1室0厅1卫/中楼层（6层）
4171,XM1676452038231195648,整租·中兴路 1室1厅 南,文园路,0,链家,1900 元/月,思明-文园路-中兴路/48.00㎡/南/1室1厅1卫/中楼层（6层）
4172,XM1709502324684095488,整租·育青路 1室0厅 北,文园路,0,链家,1680 元/月,思明-文园路-育青路/30.00㎡/北/1室0厅1卫/低楼层（6层）
4173,XM1709501001553149952,整租·育青路 1室0厅 南,文园路,0,链家,1785 元/月,思明-文园路-育青路/33.30㎡/南/1室0厅1卫/中楼层（6层）
4174,XM1705109382137643008,整租·阳台佳苑 2室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-阳台佳苑/60.00㎡/南 北/2室1厅1卫/高楼层（6层）
4175,XM1705454390837510144,整租·万寿北路 2室2厅 南/北,文园路,0,链家,3200 元/月,思明-文园路-万寿北路/60.00㎡/南 北/2室2厅1卫/高楼层（6层）
4176,XM1700742161722507264,整租·警备区小区 3室2厅 南,文园路,0,链家,6000 元/月,思明-文园路-警备区小区/130.00㎡/南/3室2厅1卫/中楼层（7层）
4177,XM1654802207339446272,整租·育青路 4室2厅 南/北,文园路,0,链家,4500 元/月,思明-文园路-育青路/120.00㎡/南 北/4室2厅2卫/高楼层（8层）
4178,XM1655791018890493952,整租·塔厝社 2室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-塔厝社/65.00㎡/南 北/2室1厅1卫/高楼层（5层）
4179,XM1709500558395572224,整租·育青路 1室0厅 南,文园路,0,链家,1680 元/月,思明-文园路-育青路/38.50㎡/南/1室0厅1卫/低楼层（6层）
4180,XM1709765371503837184,整租·万寿山铁路小区 3室2厅 南,文园路,0,链家,5500 元/月,思明-文园路-万寿山铁路小区/88.00㎡/南/3室2厅1卫/中楼层（7层）
4181,XM1683721695434637312,整租·太子山庄 2室2厅 南,文园路,0,链家,3500 元/月,思明-文园路-太子山庄/80.00㎡/南/2室2厅1卫/中楼层（8层）
4182,XM1684124407540219904,整租·阳台山路 2室2厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-阳台山路/60.00㎡/南 北/2室2厅1卫/高楼层（7层）
4183,XM1665382247030587392,整租·阳台山路 3室1厅 东南/北,文园路,0,链家,2800 元/月,思明-文园路-阳台山路/92.00㎡/东南 北/3室1厅1卫/高楼层（7层）
4184,XM1666038033037656064,整租·文馨园 2室2厅 南/北,文园路,0,链家,6200 元/月,思明-文园路-文馨园/85.00㎡/南 北/2室2厅1卫/中楼层（11层）
4185,XM1685616468999274496,整租·厦禾路390号~827号 3室1厅 南/北,文园路,0,链家,5000 元/月,思明-文园路-厦禾路390号~827号/80.00㎡/南 北/3室1厅1卫/中楼层（7层）
4186,XM1663422551004545024,整租·文园春晓 3室2厅 南/北,文园路,0,链家,6000 元/月,思明-文园路-文园春晓/100.00㎡/南 北/3室2厅1卫/中楼层（9层）
4187,XM1709504792411242496,整租·白鹤山路 1室0厅 南,文园路,0,链家,1500 元/月,思明-文园路-白鹤山路/17.00㎡/南/1室0厅1卫/低楼层（6层）
4188,XM1709497285244616704,整租·育青路 1室0厅 南,文园路,0,链家,1680 元/月,思明-文园路-育青路/39.10㎡/南/1室0厅1卫/低楼层（6层）
4189,XM1709498281408593920,整租·育青路 1室0厅 南,文园路,0,链家,2450 元/月,思明-文园路-育青路/41.50㎡/南/1室0厅1卫/中楼层（6层）
4190,XM1709498707184975872,整租·育青路 1室0厅 南,文园路,0,链家,2170 元/月,思明-文园路-育青路/36.20㎡/南/1室0厅1卫/中楼层（6层）
4191,XM2899790024734687232,整租·文园公寓一期 3室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-文园公寓一期/107.12㎡/南 北/3室1厅2卫/高楼层（7层）
4192,XM1658671376300507136,整租·白鹤路 2室2厅 南/北,文园路,0,链家,3450 元/月,思明-文园路-白鹤路/92.00㎡/南 北/2室2厅1卫/高楼层（8层）
4193,XM1709502138603798528,整租·育青路 1室0厅 北,文园路,0,链家,1715 元/月,思明-文园路-育青路/29.70㎡/北/1室0厅1卫/中楼层（6层）
4194,XM1709499818813947904,整租·育青路 1室0厅 南,文园路,0,链家,1680 元/月,思明-文园路-育青路/38.50㎡/南/1室0厅1卫/低楼层（6层）
4195,XM1707021423228223488,整租·机关宿舍小区 3室2厅 南/北,文园路,0,链家,7500 元/月,思明-文园路-机关宿舍小区/128.00㎡/南 北/3室2厅2卫/中楼层（7层）
4196,XM1717778042748665856,整租·文塔路 2室1厅 南,文园路,0,链家,3300 元/月,思明-文园路-文塔路/50.00㎡/南/2室1厅1卫/低楼层（5层）
4197,XM1705514116245880832,整租·文园新村 2室1厅 南/北,文园路,0,链家,4000 元/月,思明-文园路-文园新村/60.00㎡/南 北/2室1厅1卫/低楼层（17层）
4198,XM1707974403133800448,整租·文馨园 3室2厅 南/北,文园路,0,链家,9500 元/月,思明-文园路-文馨园/144.64㎡/南 北/3室2厅2卫/高楼层（13层）
4199,XM1656230374864322560,整租·弘龙商业城 1室1厅 东南,文园路,0,链家,3000 元/月,思明-文园路-弘龙商业城/50.00㎡/东南/1室1厅1卫/中楼层（9层）
4200,XM1656685350078119936,整租·将军祠 2室1厅 南/北,文园路,0,链家,3100 元/月,思明-文园路-将军祠/70.00㎡/南 北/2室1厅1卫/中楼层（8层）
4201,XM1709494820117938176,整租·育青路 1室0厅 北,文园路,0,链家,1700 元/月,思明-文园路-育青路/29.90㎡/北/1室0厅1卫/低楼层（6层）
4202,XM1709499552555335680,整租·育青路 1室0厅 南,文园路,0,链家,1750 元/月,思明-文园路-育青路/34.00㎡/南/1室0厅1卫/低楼层（6层）
4203,XM1684516991408275456,整租·万寿新城 2室2厅 东南,文园路,0,链家,4300 元/月,思明-文园路-万寿新城/70.00㎡/东南/2室2厅1卫/中楼层（7层）
4204,XM1685153197041123328,整租·万隆公寓 3室2厅 南/北,文园路,0,链家,3600 元/月,思明-文园路-万隆公寓/100.00㎡/南 北/3室2厅1卫/高楼层（9层）
4205,XM1665689252010131456,整租·万隆公寓 1室1厅 东南,文园路,0,链家,2000 元/月,思明-文园路-万隆公寓/45.00㎡/东南/1室1厅1卫/低楼层（9层）
4206,XM1666038867980976128,整租·坑内路 2室1厅 南/北,文园路,0,链家,4500 元/月,思明-文园路-坑内路/52.57㎡/南 北/2室1厅1卫/中楼层（4层）
4207,XM1691814198369058816,整租·阳台山路19-25号 2室1厅 东/南/北,文园路,0,链家,2950 元/月,思明-文园路-阳台山路19-25号/70.00㎡/东 南 北/2室1厅1卫/中楼层（10层）
4208,XM1664972485302419456,整租·机关宿舍小区 2室2厅 南,文园路,0,链家,4800 元/月,思明-文园路-机关宿舍小区/88.00㎡/南/2室2厅1卫/中楼层（7层）
4209,XM1709498725874794496,整租·育青路 1室0厅 南,文园路,0,链家,2450 元/月,思明-文园路-育青路/30.00㎡/南/1室0厅1卫/中楼层（6层）
4210,XM1709501251034546176,整租·育青路 1室0厅 北,文园路,0,链家,1645 元/月,思明-文园路-育青路/28.00㎡/北/1室0厅1卫/低楼层（6层）
4211,XM1709777568233684992,整租·万寿新城 2室1厅 南/北,文园路,0,链家,4800 元/月,思明-文园路-万寿新城/70.00㎡/南 北/2室1厅1卫/中楼层（7层）
4212,XM1710278217031483392,整租·文园公寓一期 2室2厅 南/北,文园路,0,链家,4200 元/月,思明-文园路-文园公寓一期/92.00㎡/南 北/2室2厅1卫/中楼层（7层）
4213,XM1585479204667916288,整租·文园公寓二期 3室2厅 南/北,文园路,0,链家,5500 元/月,思明-文园路-文园公寓二期/100.24㎡/南 北/3室2厅1卫/低楼层（8层）
4214,XM1709500220724740096,整租·育青路 1室0厅 南,文园路,0,链家,1680 元/月,思明-文园路-育青路/38.50㎡/南/1室0厅1卫/低楼层（6层）
4215,XM1709501615112716288,整租·育青路 1室0厅 北,文园路,0,链家,1715 元/月,思明-文园路-育青路/29.00㎡/北/1室0厅1卫/中楼层（6层）
4216,XM1693255892687912960,整租·万寿新城 2室2厅 南/北,文园路,0,链家,4000 元/月,思明-文园路-万寿新城/74.00㎡/南 北/2室2厅1卫/低楼层（7层）
4217,XM1694715994037026816,整租·文园公寓一期 2室2厅 南/北,文园路,0,链家,4000 元/月,思明-文园路-文园公寓一期/90.00㎡/南 北/2室2厅1卫/中楼层（6层）
4218,XM1702241894886539264,整租·假日万寿公寓一期 1室1厅 东/北,文园路,0,链家,2700 元/月,思明-文园路-假日万寿公寓一期/50.00㎡/东 北/1室1厅1卫/低楼层（1层）
4219,XM1702167315409272832,整租·电台山 2室2厅 南,文园路,0,链家,4300 元/月,思明-文园路-电台山/80.00㎡/南/2室2厅1卫/中楼层（8层）
4220,XM1656626868700315648,整租·机关宿舍小区 3室1厅 南/北,文园路,0,链家,3700 元/月,思明-文园路-机关宿舍小区/70.00㎡/南 北/3室1厅1卫/低楼层（7层）
4221,XM1657388838999293952,整租·将军祠 1室1厅 南,文园路,0,链家,3200 元/月,思明-文园路-将军祠/40.00㎡/南/1室1厅1卫/中楼层（5层）
4222,XM1709498960101507072,整租·育青路 1室0厅 南,文园路,0,链家,1750 元/月,思明-文园路-育青路/35.00㎡/南/1室0厅1卫/低楼层（6层）
4223,XM1673270277095555072,整租·厦禾路390号~827号 3室2厅 南,文园路,0,链家,4200 元/月,思明-文园路-厦禾路390号~827号/85.00㎡/南/3室2厅1卫/中楼层（5层）
4224,XM1665324917580627968,整租·太子山庄 3室1厅 东/北,文园路,0,链家,5000 元/月,思明-文园路-太子山庄/105.00㎡/东 北/3室1厅1卫/中楼层（9层）
4225,XM1664990928646963200,整租·白鹤山路 2室1厅 南/北,文园路,0,链家,3600 元/月,思明-文园路-白鹤山路/55.00㎡/南 北/2室1厅1卫/中楼层（8层）
4226,XM1666404470973530112,整租·万寿阁 3室2厅 南/北,文园路,0,链家,5000 元/月,思明-文园路-万寿阁/115.00㎡/南 北/3室2厅1卫/中楼层（7层）
4227,XM1647181689627082752,整租·阳台山路 3室1厅 南,文园路,0,链家,4300 元/月,思明-文园路-阳台山路/92.00㎡/南/3室1厅1卫/中楼层（7层）
4228,XM1709504954776944640,整租·育青路 1室0厅 南,文园路,0,链家,1750 元/月,思明-文园路-育青路/34.00㎡/南/1室0厅1卫/低楼层（6层）
4229,XM1709503171983835136,整租·育青路 1室0厅 南,文园路,0,链家,1750 元/月,思明-文园路-育青路/34.00㎡/南/1室0厅1卫/低楼层（6层）
4230,XM1710160185101647872,整租·文图花园 2室1厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-文图花园/80.00㎡/南 北/2室1厅1卫/中楼层（6层）
4231,XM1712320757595373568,整租·筼筜书院 2室2厅 南,文园路,0,链家,7900 元/月,思明-文园路-筼筜书院/88.01㎡/南/2室2厅1卫/低楼层（17层）
4232,XM1709498284646596608,整租·育青路 1室0厅 南,文园路,0,链家,1750 元/月,思明-文园路-育青路/35.00㎡/南/1室0厅1卫/低楼层（6层）
4233,XM1709499240503312384,整租·育青路 1室0厅 南,文园路,0,链家,1680 元/月,思明-文园路-育青路/38.50㎡/南/1室0厅1卫/低楼层（6层）
4234,XM1647962240390791168,整租·白鹤路 2室1厅 东南,文园路,0,链家,4500 元/月,思明-文园路-白鹤路/60.00㎡/东南/2室1厅1卫/低楼层（5层）
4235,XM1714116999006650368,整租·厦禾路390号~827号 2室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-厦禾路390号~827号/70.00㎡/南 北/2室1厅1卫/低楼层（7层）
4236,XM1657243823161475072,整租·文园路 2室1厅 南,文园路,0,链家,4400 元/月,思明-文园路-文园路/88.00㎡/南/2室1厅1卫/中楼层（8层）
4237,XM1657990655504285696,整租·育青路 2室1厅 南/北,文园路,0,链家,3900 元/月,思明-文园路-育青路/65.00㎡/南 北/2室1厅2卫/高楼层（6层）
4238,XM1673158100934197248,整租·阳台山路19-25号 2室2厅 南/北,文园路,0,链家,3400 元/月,思明-文园路-阳台山路19-25号/68.54㎡/南 北/2室2厅1卫/低楼层（10层）
4239,XM1673687492651384832,整租·万寿新城 1室1厅 东南,文园路,0,链家,1600 元/月,思明-文园路-万寿新城/25.00㎡/东南/1室1厅1卫/低楼层（7层）
4240,XM1667010436421124096,整租·万寿万景公寓 2室2厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-万寿万景公寓/78.00㎡/南 北/2室2厅1卫/低楼层（7层）
4241,XM1666718204224864256,整租·坑内路 2室1厅 南,文园路,0,链家,3200 元/月,思明-文园路-坑内路/50.00㎡/南/2室1厅1卫/高楼层（4层）
4242,XM1651201041644912640,整租·阳台山路 2室2厅 南/北,文园路,0,链家,3900 元/月,思明-文园路-阳台山路/80.00㎡/南 北/2室2厅1卫/低楼层（8层）
4243,XM1676091660271878144,整租·橡胶新村 2室1厅 南/北,文园路,0,链家,4500 元/月,思明-文园路-橡胶新村/50.56㎡/南 北/2室1厅1卫/中楼层（7层）
4244,XM1675093258532814848,整租·厦禾路390号~827号 1室1厅 南/北,文园路,0,链家,1700 元/月,思明-文园路-厦禾路390号~827号/40.00㎡/南 北/1室1厅1卫/高楼层（4层）
4245,XM1663119354536919040,整租·坑内路 2室2厅 南,文园路,0,链家,4500 元/月,思明-文园路-坑内路/85.00㎡/南/2室2厅1卫/中楼层（6层）
4246,XM1712439499671207936,整租·阳台山路 2室1厅 南/北,文园路,0,链家,2700 元/月,思明-文园路-阳台山路/65.00㎡/南 北/2室1厅1卫/低楼层（7层）
4247,XM1712688748656852992,整租·阳台山路 2室1厅 南/北,文园路,0,链家,2700 元/月,思明-文园路-阳台山路/64.97㎡/南 北/2室1厅1卫/高楼层（8层）
4248,XM1693445269254832128,整租·橡胶新村 2室1厅 南/北,文园路,0,链家,3200 元/月,思明-文园路-橡胶新村/50.00㎡/南 北/2室1厅1卫/中楼层（7层）
4249,XM1681638666184687616,整租·文图花园 3室2厅 南/北,文园路,0,链家,5200 元/月,思明-文园路-文图花园/120.00㎡/南 北/3室2厅2卫/高楼层（6层）
4250,XM1657611933005643776,整租·文园路 1室1厅 南/北,文园路,0,链家,2300 元/月,思明-文园路-文园路/19.00㎡/南 北/1室1厅1卫/低楼层（6层）
4251,XM1658423864692047872,整租·文园路 2室1厅 南/北,文园路,0,链家,3200 元/月,思明-文园路-文园路/62.00㎡/南 北/2室1厅1卫/中楼层（6层）
4252,XM1674397909832957952,整租·万寿新城 1室1厅 南/北,文园路,0,链家,3000 元/月,思明-文园路-万寿新城/60.00㎡/南 北/1室1厅1卫/高楼层（7层）
4253,XM1674617442988457984,整租·万寿阁 2室2厅 南/北,文园路,0,链家,3300 元/月,思明-文园路-万寿阁/93.00㎡/南 北/2室2厅1卫/中楼层（7层）
4254,XM1667807616639696896,整租·阳鸿新城 2室2厅 东南,文园路,0,链家,8000 元/月,思明-文园路-阳鸿新城/110.00㎡/东南/2室2厅1卫/中楼层（14层）
4255,XM1667738394836336640,整租·文园春晓 1室0厅 南/北,文园路,0,链家,2400 元/月,思明-文园路-文园春晓/25.00㎡/南 北/1室0厅1卫/中楼层（12层）
4256,XM1660591593935077376,整租·万寿北路 2室1厅 东南,文园路,0,链家,3500 元/月,思明-文园路-万寿北路/53.00㎡/东南/2室1厅1卫/中楼层（7层）
4257,XM1663014849984069632,整租·阳台佳苑 2室2厅 南,文园路,0,链家,3600 元/月,思明-文园路-阳台佳苑/70.00㎡/南/2室2厅1卫/中楼层（6层）
4258,XM1699365395896467456,整租·文塔路 3室1厅 南/北,文园路,0,链家,3000 元/月,思明-文园路-文塔路/73.00㎡/南 北/3室1厅1卫/高楼层（6层）
4259,XM2836208014737293312,整租·阳台山路 2室1厅 南,文园路,0,链家,3500 元/月,思明-文园路-阳台山路/70.00㎡/南/2室1厅1卫/中楼层（7层）
4260,XM1713079910567772160,整租·文园新村 2室1厅 南/北,文园路,0,链家,5000 元/月,思明-文园路-文园新村/77.40㎡/南 北/2室1厅1卫/低楼层（17层）
4261,XM1714221444117823488,整租·文塔路 3室1厅 南,文园路,0,链家,2700 元/月,思明-文园路-文塔路/86.00㎡/南/3室1厅1卫/高楼层（6层）
4262,XM1681980216890621952,整租·厦禾路390号~827号 2室1厅 南/北,文园路,0,链家,2300 元/月,思明-文园路-厦禾路390号~827号/50.00㎡/南 北/2室1厅1卫/低楼层（7层）
4263,XM1697553937931960320,整租·将军祠 2室1厅 南/北,文园路,0,链家,2500 元/月,思明-文园路-将军祠/70.00㎡/南 北/2室1厅1卫/低楼层（7层）
4264,XM1670384108338937856,整租·万寿新城 3室2厅 南/北,文园路,0,链家,4300 元/月,思明-文园路-万寿新城/80.00㎡/南 北/3室2厅1卫/中楼层（7层）
4265,XM1672493852776202240,整租·机关宿舍小区 2室1厅 南,文园路,0,链家,3800 元/月,思明-文园路-机关宿舍小区/63.00㎡/南/2室1厅1卫/低楼层（7层）
4266,XM1674632024775720960,整租·太子山庄 2室2厅 南/北,文园路,0,链家,4000 元/月,思明-文园路-太子山庄/80.00㎡/南 北/2室2厅1卫/高楼层（8层）
4267,XM1675738226662309888,整租·育青路 2室2厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-育青路/70.00㎡/南 北/2室2厅1卫/低楼层（8层）
4268,XM1667788480769425408,整租·万寿路 3室1厅 南/北,文园路,0,链家,3800 元/月,思明-文园路-万寿路/85.00㎡/南 北/3室1厅1卫/中楼层（7层）
4269,XM1668244903043268608,整租·电台山 3室1厅 南/北,文园路,0,链家,4200 元/月,思明-文园路-电台山/100.00㎡/南 北/3室1厅1卫/高楼层（5层）
4270,XM1680150599473037312,整租·文园路 2室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-文园路/65.00㎡/南 北/2室1厅1卫/低楼层（6层）
4271,XM1592128858889388032,整租·太子山庄 3室2厅 南/北,文园路,0,链家,5000 元/月,思明-文园路-太子山庄/110.00㎡/南 北/3室2厅2卫/高楼层（9层）
4272,XM1709430052455710720,整租·中铁大厦 3室1厅 东南,文园路,0,链家,6200 元/月,思明-文园路-中铁大厦/80.00㎡/东南/3室1厅1卫/低楼层（12层）
4273,XM1714213752036917248,整租·文园路 2室1厅 南,文园路,0,链家,2800 元/月,思明-文园路-文园路/69.00㎡/南/2室1厅1卫/高楼层（6层）
4274,XM1714287317100789760,整租·万寿山铁路小区 2室2厅 南/北,文园路,0,链家,5400 元/月,思明-文园路-万寿山铁路小区/80.00㎡/南 北/2室2厅1卫/低楼层（7层）
4275,XM1698350187501584384,整租·假日万寿公寓一期 3室1厅 南/北,文园路,0,链家,5600 元/月,思明-文园路-假日万寿公寓一期/111.00㎡/南 北/3室1厅1卫/中楼层（8层）
4276,XM1689937925430575104,整租·文园新村 2室2厅 南,文园路,0,链家,6800 元/月,思明-文园路-文园新村/76.00㎡/南/2室2厅1卫/低楼层（17层）
4277,XM1672811616132923392,整租·万寿北路 2室1厅 南/北,文园路,0,链家,2600 元/月,思明-文园路-万寿北路/65.00㎡/南 北/2室1厅1卫/高楼层（7层）
4278,XM1675874471094779904,整租·白鹤山路 3室1厅 南/北,文园路,0,链家,5500 元/月,思明-文园路-白鹤山路/80.00㎡/南 北/3室1厅2卫/高楼层（5层）
4279,XM1668222460568272896,整租·宝成花园 2室1厅 南/北,文园路,0,链家,4000 元/月,思明-文园路-宝成花园/80.00㎡/南 北/2室1厅1卫/高楼层（7层）
4280,XM1693109969550835712,整租·文园公寓一期 2室2厅 南,文园路,0,链家,4000 元/月,思明-文园路-文园公寓一期/92.57㎡/南/2室2厅1卫/高楼层（9层）
4281,XM1675805113735708672,整租·白鹤路 2室2厅 南/北,文园路,0,链家,3600 元/月,思明-文园路-白鹤路/71.00㎡/南 北/2室2厅1卫/高楼层（7层）
4282,XM1713503521568980992,整租·弘龙商业城 1室1厅 南/北,文园路,0,链家,2000 元/月,思明-文园路-弘龙商业城/46.00㎡/南 北/1室1厅1卫/高楼层（9层）
4283,XM1713864342245474304,整租·文园雅阁 1室0厅 西北,文园路,0,链家,1600 元/月,思明-文园路-文园雅阁/20.00㎡/西北/1室0厅1卫/低楼层（27层）
4284,XM1565210626597322752,整租·万隆公寓 2室2厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-万隆公寓/86.00㎡/南 北/2室2厅1卫/高楼层（8层）
4285,XM2901466332518154240,整租·太子山庄 3室2厅 南,文园路,0,链家,5000 元/月,思明-文园路-太子山庄/106.00㎡/南/3室2厅1卫/中楼层（9层）
4286,XM2899195399338467328,整租·文园路 2室2厅 东南,文园路,0,链家,3000 元/月,思明-文园路-文园路/58.00㎡/东南/2室2厅1卫/低楼层（6层）
4287,XM1566978627680075776,整租·文园公寓一期 2室2厅 南/北,文园路,0,链家,3300 元/月,思明-文园路-文园公寓一期/85.00㎡/南 北/2室2厅1卫/中楼层（9层）
4288,XM1568186220066897920,整租·万寿路 1室1厅 南/西/北,文园路,0,链家,3000 元/月,思明-文园路-万寿路/70.00㎡/南 西 北/1室1厅1卫/高楼层（7层）
4289,XM2640567396167335936,整租·公园东路 9室3厅 东南/南/西南/北,文园路,0,链家,100000 元/月,思明-文园路-公园东路/700.00㎡/东南 南 西南 北/9室3厅5卫/低楼层（6层）
4290,XM2835662620311429120,整租·阳台佳苑 2室1厅 南/北,文园路,0,链家,3500 元/月,思明-文园路-阳台佳苑/56.96㎡/南 北/2室1厅1卫/中楼层（6层）
4291,XM1717156223700172800,整租·汇丰家园 1室1厅 南,文灶,0,海西公寓,2799 元/月,思明-文灶-汇丰家园/38.14㎡/南/1室1厅0卫/高楼层（9层）
4292,XM1715236594480316416,整租·文屏山庄 2室2厅 南/北,文灶,0,链家,2900 元/月,思明-文灶-文屏山庄/74.00㎡/南 北/2室2厅1卫/中楼层（9层）
4293,XM1712461138152652800,整租·文屏山庄 2室1厅 南/北,文灶,0,链家,2900 元/月,思明-文灶-文屏山庄/80.00㎡/南 北/2室1厅1卫/高楼层（7层）
4294,XM1691759479416160256,整租·领秀城 4室2厅 东南/南,文灶,0,链家,9000 元/月,思明-文灶-领秀城/165.00㎡/东南 南/4室2厅2卫/中楼层（33层）
4295,XM1698339290309722112,整租·建达花园 2室1厅 南,文灶,0,链家,3000 元/月,思明-文灶-建达花园/53.00㎡/南/2室1厅1卫/低楼层（26层）
4296,XM1681233401585074176,整租·假日双星 3室2厅 南/北,文灶,0,链家,7000 元/月,思明-文灶-假日双星/150.00㎡/南 北/3室2厅2卫/低楼层（30层）
4297,XM1710869228543803392,整租·文屏巷 1室1厅 南,文灶,0,链家,2000 元/月,思明-文灶-文屏巷/35.00㎡/南/1室1厅1卫/低楼层（8层）
4298,XM1641745744417259520,整租·领秀城 3室2厅 西南,文灶,0,链家,11000 元/月,思明-文灶-领秀城/167.00㎡/西南/3室2厅2卫/中楼层（31层）
4299,XM1712756468882604032,整租·假日双星 1室1厅 南,文灶,0,链家,3000 元/月,思明-文灶-假日双星/50.00㎡/南/1室1厅1卫/中楼层（30层）
